picture|significant_events|wiki_population|wiki_male|wiki_female|elevation|area|postalcode|munid|ine_mun_code|native_label|demonym|located_in|next_to_sea|itemLabel|pictures|name|lat|long|qid|village_id|Entity|QRank
http://commons.wikimedia.org/wiki/Special:FilePath/StMartinVillarmentero02.JPG||18.0|12|5|831|8|34447|http://www.wikidata.org/entity/Q55269|34230|||http://www.wikidata.org/entity/Q55269||Villarmentero de Campos|http://commons.wikimedia.org/wiki/Special:FilePath/StMartinVillarmentero02.JPG|Villarmentero de Campos|42.297222222|-4.5|Q1014717|Villarmentero de Campos;34230;34447|Q1014717|2885.0
http://commons.wikimedia.org/wiki/Special:FilePath/Colmenar%20Ciudad.jpg||3450.0|1728|1648|696|66|29170|http://www.wikidata.org/entity/Q95028,http://www.wikidata.org/entity/Q791881|29043|||http://www.wikidata.org/entity/Q95028,http://www.wikidata.org/entity/Q791881||Colmenar|http://commons.wikimedia.org/wiki/Special:FilePath/Colmenar%20Ciudad.jpg|Colmenar|36.9051562|-4.3362521|Q1015117|Colmenar;29043;29170|Q1015117|11485.0
http://commons.wikimedia.org/wiki/Special:FilePath/Parroquia%20Nuestra%20Se%C3%B1ora%20de%20las%20Nieves%20en%20Somosierra.jpg||87.0|50|36|1434|20.42|28756|http://www.wikidata.org/entity/Q5756|28143|Somosierra||http://www.wikidata.org/entity/Q5756||Somosierra|http://commons.wikimedia.org/wiki/Special:FilePath/Parroquia%20Nuestra%20Se%C3%B1ora%20de%20las%20Nieves%20en%20Somosierra.jpg|Somosierra|41.1325|-3.581666666|Q1016225|Somosierra;28143;28756|Q1016225|11441.0
http://commons.wikimedia.org/wiki/Special:FilePath/Iglesia%20de%20San%20Cornelio%20y%20San%20Cipriano%2C%20San%20Cebri%C3%A1n%20de%20Campos%2002.jpg||413.0|232|183|780|32|34429|http://www.wikidata.org/entity/Q55269|34159|||http://www.wikidata.org/entity/Q55269||San Cebrián de Campos|http://commons.wikimedia.org/wiki/Special:FilePath/Iglesia%20de%20San%20Cornelio%20y%20San%20Cipriano%2C%20San%20Cebri%C3%A1n%20de%20Campos%2002.jpg|San Cebrián de Campos|42.201388888|-4.530833333|Q1020397|San Cebrián de Campos;34159;34429|Q1020397|2256.0
http://commons.wikimedia.org/wiki/Special:FilePath/San%20Nicol%C3%A1s%20del%20Real%20Camino.jpg||63.0|37|28|857|29.4|34349|http://www.wikidata.org/entity/Q55269|34109|||http://www.wikidata.org/entity/Q55269||Moratinos, Palencia|http://commons.wikimedia.org/wiki/Special:FilePath/San%20Nicol%C3%A1s%20del%20Real%20Camino.jpg|Moratinos, Palencia|42.360555555|-4.926666666|Q1020421|Moratinos, Palencia;34109;34349|Q1020421|2414.0
http://commons.wikimedia.org/wiki/Special:FilePath/Calamonte%2007%20by-dpc.jpg||6152.0|3058|3104|221|7.8|06810|http://www.wikidata.org/entity/Q81803|06025||calamonteño|http://www.wikidata.org/entity/Q81803||Calamonte|http://commons.wikimedia.org/wiki/Special:FilePath/Calamonte%2007%20by-dpc.jpg|Calamonte|38.89|-6.385|Q1020436|Calamonte;06025;06810|Q1020436|6553.0
http://commons.wikimedia.org/wiki/Special:FilePath/Senyera%20enero%202016%2011.JPG||1132.0|563|573|40|2|46669|http://www.wikidata.org/entity/Q2247626|46227||Senyerut, senyeruda|http://www.wikidata.org/entity/Q2247626||Senyera|http://commons.wikimedia.org/wiki/Special:FilePath/Senyera%20enero%202016%2011.JPG|Senyera|39.0625|-0.513333333|Q1020497|Senyera;46227;46669|Q1020497|4501.0
http://commons.wikimedia.org/wiki/Special:FilePath/Llaguarres.JPG||350.0|182|167|526|60.711413|22480|http://www.wikidata.org/entity/Q55182|22080|||http://www.wikidata.org/entity/Q55182|http://www.wikidata.org/entity/Q1674993|Capella|http://commons.wikimedia.org/wiki/Special:FilePath/Llaguarres.JPG|Capella|42.1977069|0.3954563|Q1020508|Capella;22080;22480|Q1020508|3422.0
http://commons.wikimedia.org/wiki/Special:FilePath/Alarc%C3%B3n.jpg||151.0|67|81|831|120|16214|http://www.wikidata.org/entity/Q54888|16003|||http://www.wikidata.org/entity/Q54888||Alarcón|http://commons.wikimedia.org/wiki/Special:FilePath/Alarc%C3%B3n.jpg|Alarcón|39.55|-2.083333333|Q1020522|Alarcón;16003;16214|Q1020522|32697.0
http://commons.wikimedia.org/wiki/Special:FilePath/Sena%20-%20Ayuntamiento%2001.jpg||491.0|265|230|221|104.690537|22230|http://www.wikidata.org/entity/Q55182|22217||senès, senesa|http://www.wikidata.org/entity/Q55182||Sena, Aragon|http://commons.wikimedia.org/wiki/Special:FilePath/Sena%20-%20Ayuntamiento%2001.jpg|Sena, Aragon|41.715555555|-0.043611111|Q1020526|Sena, Aragon;22217;22230|Q1020526|2908.0
http://commons.wikimedia.org/wiki/Special:FilePath/Iglesia%20parroquial%20de%20San%20Juan%20Bautista%20en%20La%20Sierpe.jpg||41.0|20|20|927|15|37762|http://www.wikidata.org/entity/Q71080|37309|||http://www.wikidata.org/entity/Q71080||La Sierpe|http://commons.wikimedia.org/wiki/Special:FilePath/Iglesia%20parroquial%20de%20San%20Juan%20Bautista%20en%20La%20Sierpe.jpg|La Sierpe|40.645|-5.855555555|Q1020530|La Sierpe;37309;37762|Q1020530|1054.0
http://commons.wikimedia.org/wiki/Special:FilePath/Ermita%20de%20Santa%20Anast%C3%A0sia%20de%20Tolba.jpg||126.0|66|55|696|58.965884|22585|http://www.wikidata.org/entity/Q55182|22229|Tolva||http://www.wikidata.org/entity/Q55182||Tolva|http://commons.wikimedia.org/wiki/Special:FilePath/Ermita%20de%20Santa%20Anast%C3%A0sia%20de%20Tolba.jpg|Tolva|42.114722222|0.565|Q1020532|Tolva;22229;22585|Q1020532|5009.0
http://commons.wikimedia.org/wiki/Special:FilePath/MonastValldigna%20TavernesVall.jpg||3286.0|1658|1671|45|38.5|46750|http://www.wikidata.org/entity/Q1520549|46231||Simater, simatera|http://www.wikidata.org/entity/Q1520549||Simat de la Valldigna|http://commons.wikimedia.org/wiki/Special:FilePath/MonastValldigna%20TavernesVall.jpg|Simat de la Valldigna|39.0436983|-0.3103731|Q1020545|Simat de la Valldigna;46231;46750|Q1020545|11137.0
http://commons.wikimedia.org/wiki/Special:FilePath/Castillo%20Arazuri.JPG||1868.0|901|930|395|40.7|31171|http://www.wikidata.org/entity/Q2598724,http://www.wikidata.org/entity/Q1226807,http://www.wikidata.org/entity/Q4018|31193|Oltza Zendea,Cendea de Olza|oltzar|http://www.wikidata.org/entity/Q2598724,http://www.wikidata.org/entity/Q1226807,http://www.wikidata.org/entity/Q4018||Olza|http://commons.wikimedia.org/wiki/Special:FilePath/Castillo%20Arazuri.JPG|Olza|42.8225|-1.753888888|Q1020550|Olza;31193;31171|Q1020550|4695.0
http://commons.wikimedia.org/wiki/Special:FilePath/Iglesia%20de%20Fortuna.jpg||10512.0|5412|4700|192|148.5|30620|http://www.wikidata.org/entity/Q2628393|30020|||http://www.wikidata.org/entity/Q2628393||Murcia|http://commons.wikimedia.org/wiki/Special:FilePath/Iglesia%20de%20Fortuna.jpg|Murcia|38.178917|-1.1232625|Q1020559|Murcia;30020;30620|Q1020559|16303.0
http://commons.wikimedia.org/wiki/Special:FilePath/Beranui.JPG||74.0|49|33|1160|63.755553|22485|http://www.wikidata.org/entity/Q55182|22246|Veracruz||http://www.wikidata.org/entity/Q55182||Beranuy|http://commons.wikimedia.org/wiki/Special:FilePath/Beranui.JPG|Beranuy|42.368333333|0.592777777|Q1020564|Beranuy;22246;22485|Q1020564|3124.0
http://commons.wikimedia.org/wiki/Special:FilePath/Iru%C3%B1ea%20Ortoirudia%202021.png|http://www.wikidata.org/entity/Q47766829,http://www.wikidata.org/entity/Q13550492,http://www.wikidata.org/entity/Q20962413,http://www.wikidata.org/entity/Q18005384|203081.0|95316|106337|446|23.55|31001|http://www.wikidata.org/entity/Q4018|31201|Iruña,Iruñea,Pamplona|pamplonès, pamplonesa,pamplonesa,pamplonés,Iruindar|http://www.wikidata.org/entity/Q4018|http://www.wikidata.org/entity/Q20360|Pamplona|http://commons.wikimedia.org/wiki/Special:FilePath/Iru%C3%B1ea%20Ortoirudia%202021.png|Pamplona|42.816666666|-1.65|Q10282|Pamplona;31201;31001|Q10282|796001.0
http://commons.wikimedia.org/wiki/Special:FilePath/Pego%2C%20Marina%20Alta%2C%20Pa%C3%ADs%20Valenci%C3%A0.JPG||10240.0|5057|5071|82|52.85|03780|http://www.wikidata.org/entity/Q1425924|03102||Pegolí, pegolina|http://www.wikidata.org/entity/Q1425924||Pego|http://commons.wikimedia.org/wiki/Special:FilePath/Pego%2C%20Marina%20Alta%2C%20Pa%C3%ADs%20Valenci%C3%A0.JPG|Pego|38.843055555|-0.1175|Q102835|Pego;03102;03780|Q102835|28275.0
http://commons.wikimedia.org/wiki/Special:FilePath/Paiporta.%20Esgl%C3%A9sia%20de%20Sant%20Jordi%20i%20pla%C3%A7a.jpg||26401.0|12884|13204|52|3.9|46200|http://www.wikidata.org/entity/Q54939,http://www.wikidata.org/entity/Q2247650,http://www.wikidata.org/entity/Q60675615|46186||Paiportí, paiportina|http://www.wikidata.org/entity/Q54939,http://www.wikidata.org/entity/Q2247650,http://www.wikidata.org/entity/Q60675615||Paiporta|http://commons.wikimedia.org/wiki/Special:FilePath/Paiporta.%20Esgl%C3%A9sia%20de%20Sant%20Jordi%20i%20pla%C3%A7a.jpg|Paiporta|39.427777777|-0.418333333|Q102848|Paiporta;46186;46200|Q102848|15252.0
http://commons.wikimedia.org/wiki/Special:FilePath/Sedav%C3%AD.%20Carrer%20de%20Sant%20Antoni.JPG||10344.0|5040|5293|1|2|46910|http://www.wikidata.org/entity/Q54939,http://www.wikidata.org/entity/Q2247650,http://www.wikidata.org/entity/Q60675615|46223||Sedavienc, sedavienca|http://www.wikidata.org/entity/Q54939,http://www.wikidata.org/entity/Q2247650,http://www.wikidata.org/entity/Q60675615||Sedaví|http://commons.wikimedia.org/wiki/Special:FilePath/Sedav%C3%AD.%20Carrer%20de%20Sant%20Antoni.JPG|Sedaví|39.427074|-0.3848735|Q102862|Sedaví;46223;46910|Q102862|7493.0
http://commons.wikimedia.org/wiki/Special:FilePath/Iglesia%20parroquial%20de%20San%20Pedro%20%28Massanassa%29.jpg||9845.0|4794|4873|14|5.6|46470|http://www.wikidata.org/entity/Q54939,http://www.wikidata.org/entity/Q2247650,http://www.wikidata.org/entity/Q60675615|46165||Massanasser, Massanassera|http://www.wikidata.org/entity/Q54939,http://www.wikidata.org/entity/Q2247650,http://www.wikidata.org/entity/Q60675615||Massanassa|http://commons.wikimedia.org/wiki/Special:FilePath/Iglesia%20parroquial%20de%20San%20Pedro%20%28Massanassa%29.jpg|Massanassa|39.408333333|-0.398888888|Q102878|Massanassa;46165;46470|Q102878|10912.0
http://commons.wikimedia.org/wiki/Special:FilePath/Donostia%20Igeldotik.jpg|http://www.wikidata.org/entity/Q3486019|188102.0|88306|99109|6|60.89|20001|http://www.wikidata.org/entity/Q2602877|20069|Donostia,San Sebastián|donostiar|http://www.wikidata.org/entity/Q2602877|http://www.wikidata.org/entity/Q2090594,http://www.wikidata.org/entity/Q2744506|Donostia-San Sebastián|http://commons.wikimedia.org/wiki/Special:FilePath/Donostia%20Igeldotik.jpg|Donostia-San Sebastián|43.32|-1.98|Q10313|Donostia-San Sebastián;20069;20001|Q10313|995408.0
http://commons.wikimedia.org/wiki/Special:FilePath/Glorieta%20de%20Alcorc%C3%B3n.JPG||170817.0|82139|88375|711|38.46|28921|http://www.wikidata.org/entity/Q5756,http://www.wikidata.org/entity/Q959356|28007|||http://www.wikidata.org/entity/Q5756,http://www.wikidata.org/entity/Q959356||Alcorcón|http://commons.wikimedia.org/wiki/Special:FilePath/Glorieta%20de%20Alcorc%C3%B3n.JPG|Alcorcón|40.3493217|-3.8284487|Q10372|Alcorcón;28007;28921|Q10372|80363.0
http://commons.wikimedia.org/wiki/Special:FilePath/Almer%C3%ADa%202.jpg|http://www.wikidata.org/entity/Q56276309,http://www.wikidata.org/entity/Q56292803|200753.0|96995|101538|20|296216940|04001|http://www.wikidata.org/entity/Q81802,http://www.wikidata.org/entity/Q1116295|04013||almerienc,almeriense,almerienca|http://www.wikidata.org/entity/Q81802,http://www.wikidata.org/entity/Q1116295|http://www.wikidata.org/entity/Q4918|Almería|http://commons.wikimedia.org/wiki/Special:FilePath/Almer%C3%ADa%202.jpg|Almería|36.84|-2.4675|Q10400|Almería;04013;04001|Q10400|535918.0
http://commons.wikimedia.org/wiki/Special:FilePath/Plaza%20de%20Espa%C3%B1a%20de%20Godelleta.JPG||3714.0|1819|1714|266|37.5|46388|http://www.wikidata.org/entity/Q34277|46136|Godelleta|Godelletà, godelletana|http://www.wikidata.org/entity/Q34277||Godelleta|http://commons.wikimedia.org/wiki/Special:FilePath/Plaza%20de%20Espa%C3%B1a%20de%20Godelleta.JPG|Godelleta|39.425|-0.686111111|Q104483|Godelleta;46136;46388|Q104483|6438.0
http://commons.wikimedia.org/wiki/Special:FilePath/Santakriz%20-%20Eslaba%20-%20Arkeologia%20aztarnategiak%20%284%29.jpg||1145.0||||||http://www.wikidata.org/entity/Q4018||||http://www.wikidata.org/entity/Q4018||Valley of Aibar|http://commons.wikimedia.org/wiki/Special:FilePath/Santakriz%20-%20Eslaba%20-%20Arkeologia%20aztarnategiak%20%284%29.jpg|Valley of Aibar|42.58630525|-1.41940244|Q104640619|Valley of Aibar;;|Q104640619|547.0
http://commons.wikimedia.org/wiki/Special:FilePath/Rello.jpg||15.0|9|5|1070|24.39|42368|http://www.wikidata.org/entity/Q55276|42153|||http://www.wikidata.org/entity/Q55276||Rello|http://commons.wikimedia.org/wiki/Special:FilePath/Rello.jpg|Rello|41.332777777,-2.74951|-2.749722222|Q1046930|Rello;42153;42368|Q1046930|8605.0
http://commons.wikimedia.org/wiki/Special:FilePath/Cuevas%20del%20Almanzora%20%28Almer%C3%ADa%29.jpg||14623.0|7343|6738|88|263|04610|http://www.wikidata.org/entity/Q17624616,http://www.wikidata.org/entity/Q81802,http://www.wikidata.org/entity/Q1116308|04035|||http://www.wikidata.org/entity/Q17624616,http://www.wikidata.org/entity/Q81802,http://www.wikidata.org/entity/Q1116308|http://www.wikidata.org/entity/Q4918|Cuevas del Almanzora|http://commons.wikimedia.org/wiki/Special:FilePath/Cuevas%20del%20Almanzora%20%28Almer%C3%ADa%29.jpg|Cuevas del Almanzora|37.296944444|-1.879722222|Q1048762|Cuevas del Almanzora;04035;04610|Q1048762|37318.0
http://commons.wikimedia.org/wiki/Special:FilePath/Chirivel%2C%20en%20Almer%C3%ADa%20%28Espa%C3%B1a%29.jpg||1501.0|748|724|1034|197|04825|http://www.wikidata.org/entity/Q1116313,http://www.wikidata.org/entity/Q81802|04037|||http://www.wikidata.org/entity/Q1116313,http://www.wikidata.org/entity/Q81802||Chirivel|http://commons.wikimedia.org/wiki/Special:FilePath/Chirivel%2C%20en%20Almer%C3%ADa%20%28Espa%C3%B1a%29.jpg|Chirivel|37.5959771|-2.2679281|Q1048769|Chirivel;04037;04825|Q1048769|8175.0
http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20de%20Rebollar.jpg||41.0|20|22|1127|10.38|42165|http://www.wikidata.org/entity/Q8773495|42151||rebollareños|http://www.wikidata.org/entity/Q8773495||Rebollar|http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20de%20Rebollar.jpg|Rebollar|41.905277777|-2.505|Q1048867|Rebollar;42151;42165|Q1048867|1998.0
http://commons.wikimedia.org/wiki/Special:FilePath/Garray%20PM%2073223%20E.jpg||750.0|395|337|1031|76.24|42162|http://www.wikidata.org/entity/Q55276|42094|||http://www.wikidata.org/entity/Q55276||Garray|http://commons.wikimedia.org/wiki/Special:FilePath/Garray%20PM%2073223%20E.jpg|Garray|41.814444444|-2.447777777|Q1049602|Garray;42094;42162|Q1049602|11715.0
http://commons.wikimedia.org/wiki/Special:FilePath/Elx%20panoramica.jpg|http://www.wikidata.org/entity/Q11949511|234205.0|115151|117366|86|326100000|03201|http://www.wikidata.org/entity/Q681222|03065|Elx|il·licitana,elxana,il·licità,ilicitana,elxà,ilicitano|http://www.wikidata.org/entity/Q681222|http://www.wikidata.org/entity/Q4918|Elche|http://commons.wikimedia.org/wiki/Special:FilePath/Elx%20panoramica.jpg|Elche|38.266944444|-0.698333333|Q10509|Elche;03065;03201|Q10509|378922.0
http://commons.wikimedia.org/wiki/Special:FilePath/Plaza%20Espa%C3%B1a-Bodonal.JPG||1017.0|542|507|611|68.4|06394|http://www.wikidata.org/entity/Q1613587|06021||bonalejos|http://www.wikidata.org/entity/Q1613587||Bodonal de la Sierra|http://commons.wikimedia.org/wiki/Special:FilePath/Plaza%20Espa%C3%B1a-Bodonal.JPG|Bodonal de la Sierra|38.148333333|-6.56|Q1066654|Bodonal de la Sierra;06021;06394|Q1066654|4261.0
http://commons.wikimedia.org/wiki/Special:FilePath/Iglesia%20de%20Santo%20Domingo%20de%20Guzm%C3%A1n%20de%20Campaspero.jpg||1047.0|600|479|919|46.56|47310|http://www.wikidata.org/entity/Q71097|47030|||http://www.wikidata.org/entity/Q71097||Campaspero|http://commons.wikimedia.org/wiki/Special:FilePath/Iglesia%20de%20Santo%20Domingo%20de%20Guzm%C3%A1n%20de%20Campaspero.jpg|Campaspero|41.491666666|-4.194444444|Q10699|Campaspero;47030;47310|Q10699|7699.0
http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20de%20alconchel.jpg||1654.0|846|834|296|294.9|06131|http://www.wikidata.org/entity/Q81803|06007||alconcheleros|http://www.wikidata.org/entity/Q81803||Alconchel|http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20de%20alconchel.jpg|Alconchel|38.5167174|-7.0709841|Q1074211|Alconchel;06007;06131|Q1074211|8518.0
http://commons.wikimedia.org/wiki/Special:FilePath/Conventual%20de%20los%20Caballeros%20de%20la%20Orden%20de%20Santiago.jpg||946.0|486|474|710|69.2|06292|http://www.wikidata.org/entity/Q81803|06026||caleñeros|http://www.wikidata.org/entity/Q81803||Calera de León|http://commons.wikimedia.org/wiki/Special:FilePath/Conventual%20de%20los%20Caballeros%20de%20la%20Orden%20de%20Santiago.jpg|Calera de León|38.1062772|-6.337674|Q1074219|Calera de León;06026;06292|Q1074219|6589.0
http://commons.wikimedia.org/wiki/Special:FilePath/Iglesias20130914053533P1170824Aclarado.jpg||146.0|79|66|844|35|09227|http://www.wikidata.org/entity/Q55271|09180|||http://www.wikidata.org/entity/Q55271||Iglesias|http://commons.wikimedia.org/wiki/Special:FilePath/Iglesias20130914053533P1170824Aclarado.jpg|Iglesias|42.297777777|-3.99|Q1076391|Iglesias;09180;09227|Q1076391|2413.0
http://commons.wikimedia.org/wiki/Special:FilePath/Valdemorillo%20%28Madrid%29%20%28cropped%29.jpg||13245.0|6306|6212|815|93.7|28210|http://www.wikidata.org/entity/Q5756|28160||Valdemorillense|http://www.wikidata.org/entity/Q5756|http://www.wikidata.org/entity/Q23993976|Valdemorillo|http://commons.wikimedia.org/wiki/Special:FilePath/Valdemorillo%20%28Madrid%29%20%28cropped%29.jpg|Valdemorillo|40.502222222|-4.065833333|Q10783|Valdemorillo;28160;28210|Q10783|26743.0
http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20de%20Silla%2C%20Valencia.JPG||19211.0|9325|9446|8|25|46460|http://www.wikidata.org/entity/Q54939,http://www.wikidata.org/entity/Q2247650,http://www.wikidata.org/entity/Q60675615|46230||siller, sillera|http://www.wikidata.org/entity/Q54939,http://www.wikidata.org/entity/Q2247650,http://www.wikidata.org/entity/Q60675615||Silla|http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20de%20Silla%2C%20Valencia.JPG|Silla|39.3617839|-0.4103493|Q10843|Silla;46230;46460|Q10843|22425.0
http://commons.wikimedia.org/wiki/Special:FilePath/Edificios%20de%20Picassent%2009.jpg||21487.0|10540|10402|50|85.78|46220|http://www.wikidata.org/entity/Q54939,http://www.wikidata.org/entity/Q2247650,http://www.wikidata.org/entity/Q60675615|46194||Picassentí, picassentina|http://www.wikidata.org/entity/Q54939,http://www.wikidata.org/entity/Q2247650,http://www.wikidata.org/entity/Q60675615||Picassent|http://commons.wikimedia.org/wiki/Special:FilePath/Edificios%20de%20Picassent%2009.jpg|Picassent|39.3617446|-0.4618265|Q10863|Picassent;46194;46220|Q10863|20114.0
http://commons.wikimedia.org/wiki/Special:FilePath/Ubrique%20Andalousie%20Espagne.jpg||16482.0|8203|8394|330|71|11600|http://www.wikidata.org/entity/Q1117064,http://www.wikidata.org/entity/Q81978|11038||ubriqueño|http://www.wikidata.org/entity/Q1117064,http://www.wikidata.org/entity/Q81978||Ubrique|http://commons.wikimedia.org/wiki/Special:FilePath/Ubrique%20Andalousie%20Espagne.jpg|Ubrique|36.6797472|-5.4451945|Q1092146|Ubrique;11038;11600|Q1092146|33780.0
http://commons.wikimedia.org/wiki/Special:FilePath/Plaza%20de%20la%20Constitucion%20Fuento%20de%20Cantos%20Spain%2022%2009%202012.JPG||4684.0|2335|2386|582|251.8|06240|http://www.wikidata.org/entity/Q81803|06052||fuentecanteño|http://www.wikidata.org/entity/Q81803||Fuente de Cantos|http://commons.wikimedia.org/wiki/Special:FilePath/Plaza%20de%20la%20Constitucion%20Fuento%20de%20Cantos%20Spain%2022%2009%202012.JPG|Fuente de Cantos|38.246666666|-6.309166666|Q1093159|Fuente de Cantos;06052;06240|Q1093159|15788.0
http://commons.wikimedia.org/wiki/Special:FilePath/BA-Fuentes%20de%20Le%C3%B3n%2014.jpg||2244.0|1136|1166|741|109.9|06280|http://www.wikidata.org/entity/Q81803|06055||fonteños|http://www.wikidata.org/entity/Q81803||Fuentes de León|http://commons.wikimedia.org/wiki/Special:FilePath/BA-Fuentes%20de%20Le%C3%B3n%2014.jpg|Fuentes de León|38.068611111|-6.538611111|Q1098694|Fuentes de León;06055;06280|Q1098694|7804.0
