municipality_name|municipality_id|comerce_transport_catering|communication|construction|finances_insurance|industry|personal_services|professional_tecnical_activities|real_estate|social_services|total|total_services
Llanera de Ranes|46154|43.0||15.0||11.0|||||86.0|17.0
Llanes|33036|628.0|9.0|221.0|28.0|67.0|115.0|176.0|71.0|59.0|1374.0|458.0
Llanos de Aridane, Los|38024|592.0|28.0|196.0|21.0|124.0|159.0|288.0|36.0|143.0|1587.0|675.0
Llanos del Caudillo|13904||||||||||30.0|
Llançà|17092|145.0||81.0||20.0|||||411.0|165.0
Llardecans|25125||||||||||19.0|
Llaurí|46155|24.0||9.0||4.0|||||51.0|14.0
Llavorsí|25126||||||||||37.0|
Lledó|44141||||||||||9.0|
Lleida|25120|3529.0|185.0|1230.0|295.0|435.0|963.0|1998.0|902.0|956.0|10493.0|5299.0
Llera|6073||||||||||33.0|
Llerena|6074|211.0|5.0|43.0|8.0|36.0|49.0|54.0|12.0|48.0|466.0|176.0
Llers|17093|59.0||18.0||9.0|||||133.0|47.0
Lles de Cerdanya|25127||||||||||33.0|
Llimiana|25128||||||||||9.0|
Llinars del Vallès|8106|286.0|11.0|131.0|17.0|93.0|82.0|125.0|66.0|71.0|882.0|372.0
Lliçà d'Amunt|8107|484.0|16.0|194.0|15.0|81.0|89.0|127.0|59.0|57.0|1122.0|363.0
Lliçà de Vall|8108|324.0|10.0|84.0|13.0|177.0|40.0|65.0|76.0|37.0|826.0|241.0
Lloar, El|43072||||||||||9.0|
Llobera|25129||||||||||17.0|
Llocnou d'En Fenollet|46151||||||||||53.0|
Llocnou de Sant Jeroni|46153||||||||||29.0|
Llocnou de la Corona|46152||||||||||9.0|
Llombai|46156|51.0||21.0||17.0|||||165.0|76.0
Llorac|43073||||||||||9.0|
Llorenç del Penedès|43074|67.0||33.0||30.0|||||217.0|87.0
Lloret de Mar|17095|1201.0|31.0|418.0|43.0|57.0|366.0|407.0|295.0|139.0|2957.0|1281.0
Lloret de Vistalegre|7028|24.0||35.0||6.0|||||92.0|27.0
Llosa de Ranes, la|46157|95.0||40.0||24.0|||||216.0|57.0
Llosa, la|12074||||||||||55.0|
Lloseta|7029|118.0|5.0|101.0|10.0|35.0|37.0|68.0|13.0|16.0|403.0|149.0
Llosses, Les|17096||||||||||18.0|
Llubí|7030|46.0||45.0||19.0|||||162.0|52.0
Llucena/Lucena del Cid|12072|30.0||15.0||13.0|||||83.0|25.0
Llucmajor|7031|884.0|41.0|546.0|62.0|134.0|267.0|512.0|179.0|193.0|2818.0|1254.0
Llutxent|46150|67.0||48.0||12.0|||||169.0|42.0
Lluçà|8109||||||||||41.0|
Llíber|3085||||||||||80.0|
Llíria|46147|516.0|22.0|170.0|19.0|79.0|139.0|225.0|58.0|115.0|1343.0|578.0
Llívia|17094|66.0||39.0||8.0|||||191.0|78.0
Loarre|22149||||||||||16.0|
Lobeira|32041||||||||||26.0|
Lobera de Onsella|50142||||||||||4.0|
Lobios|32042|38.0||11.0||4.0|||||81.0|28.0
Lobras|18121||||||||||6.0|
Lobón|6072|60.0||7.0||12.0|||||115.0|36.0
Lodosa|31157|131.0||32.0||38.0|||||275.0|74.0
Loeches|28075|317.0|12.0|114.0|18.0|103.0|52.0|81.0|39.0|26.0|762.0|228.0
Logrosán|10109|50.0||18.0||18.0|||||123.0|37.0
Logroño|26089|3399.0|173.0|1271.0|300.0|626.0|1083.0|2130.0|1049.0|1070.0|11101.0|5805.0
Loiu|48903|134.0||36.0||53.0|||||353.0|130.0
Loja|18122|531.0|19.0|168.0|32.0|102.0|101.0|158.0|68.0|69.0|1248.0|447.0
Loma de Ucieza|34903||||||||||7.0|
Lominchar|45085|45.0||36.0||20.0|||||123.0|22.0
Lomoviejo|47078||||||||||5.0|
Longares|50143||||||||||37.0|
Longás|50144||||||||||4.0|
Lopera|23056|89.0||26.0||16.0|||||187.0|56.0
Loporzano|22150||||||||||25.0|
Lora de Estepa|41054||||||||||54.0|
Lora del Río|41055|471.0|16.0|107.0|21.0|49.0|78.0|100.0|25.0|56.0|923.0|296.0
Loranca de Tajuña|19160|28.0||22.0|||||||63.0|
Lorca|30024|2339.0|58.0|905.0|116.0|447.0|529.0|849.0|282.0|340.0|5865.0|2174.0
Lorcha/Orxa, l'|3084||||||||||31.0|
Loriguilla|46148|65.0||16.0||14.0|||||144.0|49.0
Lorquí|30025|336.0|7.0|80.0|11.0|132.0|41.0|78.0|25.0|26.0|736.0|188.0
Losa del Obispo|46149||||||||||36.0|
Losa, La|40113||||||||||44.0|
Losacino|49098||||||||||5.0|
Losar de la Vera|10110|112.0||40.0||12.0|||||220.0|56.0
Losar del Barco, El|5112||||||||||6.0|
Loscos|44138||||||||||6.0|
Lourenzá|27027|88.0||35.0||18.0|||||187.0|46.0
Lousame|15042|50.0||48.0||10.0|||||149.0|41.0
Lozoya|28076||||||||||49.0|
Lozoyuela-Navas-Sieteiglesias|28901|47.0|||||||||123.0|46.0
Lubián|49100||||||||||13.0|
Lubrín|4059|28.0||18.0||6.0|||||72.0|20.0
Lucainena de las Torres|4060||||||||||24.0|
Lucena|14038|1196.0|21.0|302.0|72.0|436.0|252.0|318.0|119.0|152.0|2868.0|934.0
Lucena de Jalón|50146||||||||||18.0|
Lucena del Puerto|21046|53.0||12.0||4.0|||||98.0|29.0
Luceni|50147||||||||||51.0|
Luciana|13051||||||||||18.0|
Lucillo|24090||||||||||16.0|
Lucillos|45086||||||||||27.0|
Ludiente|12073||||||||||16.0|
Luelmo|49101||||||||||7.0|
Luena|39039||||||||||19.0|
Luesia|50148||||||||||16.0|
Lugo|27028|2980.0|116.0|1029.0|230.0|357.0|870.0|1588.0|374.0|810.0|8354.0|3988.0
Lugros|18123||||||||||13.0|
Luisiana, La|41056|139.0||52.0||31.0|||||287.0|65.0
Lumbier|31159|37.0||12.0||7.0|||||84.0|28.0
Lumbrales|37173|48.0||26.0||10.0|||||108.0|24.0
Lumbreras de Cameros|26091||||||||||6.0|
Lumpiaque|50150||||||||||35.0|
Luna|50151||||||||||32.0|
Lupiana|19161||||||||||15.0|
Lupiñén-Ortilla|22905||||||||||20.0|
Lupión|23057||||||||||23.0|
Luque|14039|83.0||12.0||22.0|||||148.0|31.0
Luquin|31160||||||||||9.0|
Luyego|24091||||||||||20.0|
Luzaga|19162||||||||||6.0|
Luzaide/Valcarlos|31248||||||||||43.0|
Láchar|18115|95.0||28.0||22.0|||||197.0|52.0
Láncara|27026|83.0||34.0||9.0|||||171.0|45.0
Láujar de Andarax|4057|57.0||29.0||12.0|||||128.0|30.0
Lécera|50136||||||||||36.0|
Líjar|4058||||||||||12.0|
Línea de la Concepción, La|11022|1293.0|14.0|218.0|78.0|86.0|302.0|312.0|109.0|200.0|2612.0|1015.0
Lónguida/Longida|31158||||||||||11.0|
Lúcar|4061||||||||||35.0|
Lújar|18124||||||||||15.0|
Macael|4062|166.0||32.0||117.0|23.0|48.0|13.0|18.0|431.0|116.0
Macastre|46158|25.0||9.0||8.0|||||64.0|22.0
Maceda|32043|97.0||42.0||10.0|||||193.0|44.0
Machacón|37175||||||||||24.0|
Macharaviaya|29066||||||||||24.0|
Macotera|37174|25.0||11.0||11.0|||||55.0|8.0
Madarcos|28078||||||||||8.0|
Maderal, El|49102||||||||||10.0|
Maderuelo|40115||||||||||8.0|
Madremanya|17097||||||||||39.0|
Madrid|28079|83218.0|13876.0|29473.0|9445.0|8839.0|27841.0|87768.0|22006.0|31562.0|314028.0|192498.0
Madridanos|49103||||||||||24.0|
Madridejos|45087|257.0||150.0||76.0|47.0|55.0|15.0|40.0|657.0|174.0
Madrigal de la Vera|10111|63.0||30.0||11.0|||||144.0|40.0
Madrigal de las Altas Torres|5114|43.0||11.0||7.0|||||80.0|19.0
Madrigal del Monte|9196||||||||||5.0|
Madrigalejo|10112|35.0||8.0||10.0|||||76.0|23.0
Madrigalejo del Monte|9197||||||||||21.0|
Madrigueras|2045|128.0||50.0||67.0|||||333.0|88.0
Madroñal|37176||||||||||6.0|
Madroñera|10113|63.0||39.0||7.0|||||151.0|42.0
Madroño, El|41057||||||||||6.0|
Maella|50152|53.0||23.0||20.0|||||127.0|31.0
Maello|5115||||||||||44.0|
Magacela|6075||||||||||33.0|
Magallón|50153|26.0||12.0||9.0|||||61.0|14.0
Magaz de Cepeda|24093||||||||||27.0|
Magaz de Pisuerga|34098|33.0|||||||||59.0|18.0
Magaña|42107||||||||||4.0|
Maguilla|6076||||||||||43.0|
Magán|45088|73.0||44.0||11.0|||||181.0|53.0
Mahamud|9198||||||||||5.0|
Mahide|49104||||||||||10.0|
Mahora|2046|35.0||11.0||9.0|||||77.0|22.0
Maials|25133||||||||||52.0|
Mainar|50154||||||||||13.0|
Maire de Castroponce|49105||||||||||5.0|
Mairena del Alcor|41058|597.0|7.0|228.0|29.0|109.0|127.0|170.0|25.0|87.0|1379.0|445.0
Mairena del Aljarafe|41059|1145.0|131.0|250.0|107.0|130.0|342.0|816.0|152.0|421.0|3494.0|1969.0
Maià de Montcal|17098||||||||||43.0|
Majadahonda|28080|1430.0|273.0|435.0|249.0|141.0|541.0|2288.0|504.0|1039.0|6900.0|4894.0
Majadas|10114|19.0||6.0|||||||31.0|
Majadas, Las|16121||||||||||15.0|
Majaelrayo|19165||||||||||5.0|
Malaguilla|19167||||||||||9.0|
Malagón|13052|281.0||83.0|13.0|47.0|48.0|37.0||20.0|541.0|130.0
Malahá, La|18126|32.0||26.0|||||||83.0|
Malcocinado|6077||||||||||7.0|
Maldà|25130||||||||||22.0|
Maleján|50156||||||||||11.0|
Malgrat de Mar|8110|477.0|11.0|174.0|28.0|75.0|121.0|136.0|100.0|84.0|1206.0|480.0
Malla|8111||||||||||32.0|
Mallabia|48058|44.0||11.0||54.0|||||139.0|30.0
Mallén|50160|70.0||27.0||13.0|||||171.0|61.0
Malpartida de Corneja|5116||||||||||4.0|
Malpartida de Cáceres|10115|106.0||36.0||20.0|||||266.0|104.0
Malpartida de Plasencia|10116|109.0||59.0||31.0|||||301.0|102.0
Malpartida de la Serena|6078||||||||||31.0|
Malpica de Bergantiños|15043|160.0||70.0|7.0|82.0|38.0|27.0||13.0|403.0|91.0
Malpica de Tajo|45089|44.0||13.0||5.0|||||82.0|20.0
Maluenda|50159||||||||||27.0|
Malva|49107||||||||||6.0|
Malón|50157||||||||||19.0|
Mamblas|5117||||||||||10.0|
Mambrilla de Castrejón|9199||||||||||6.0|
Mambrillas de Lara|9200||||||||||5.0|
Manacor|7033|1109.0|46.0|696.0|53.0|258.0|313.0|570.0|213.0|237.0|3495.0|1432.0
Mancera de Abajo|37179||||||||||7.0|
Mancha Real|23058|255.0|5.0|64.0|15.0|132.0|64.0|62.0|16.0|32.0|645.0|194.0
Manchita|6079||||||||||22.0|
Mancor de la Vall|7034|29.0||26.0||8.0|||||100.0|37.0
Mandayona|19168||||||||||9.0|
Manganeses de la Lampreana|49108||||||||||19.0|
Manganeses de la Polvorosa|49109||||||||||23.0|
Manilva|29068|386.0|12.0|174.0|21.0|37.0|124.0|256.0|125.0|77.0|1212.0|615.0
Manises|46159|958.0|29.0|211.0|37.0|170.0|198.0|226.0|117.0|106.0|2052.0|713.0
Manjarrés|26092||||||||||5.0|
Manlleu|8112|443.0|16.0|204.0|24.0|145.0|137.0|158.0|65.0|104.0|1296.0|504.0
Manresa|8113|1758.0|123.0|556.0|128.0|340.0|545.0|1021.0|493.0|598.0|5562.0|2908.0
Mansilla Mayor|24095||||||||||15.0|
Mansilla de las Mulas|24094|71.0||27.0||10.0|||||132.0|24.0
Mantinos|34100||||||||||5.0|
Manuel|46160|45.0||22.0||7.0|||||108.0|34.0
Manzanal de Arriba|49110||||||||||20.0|
Manzanal del Barco|49111||||||||||6.0|
Manzanares|13053|437.0|10.0|98.0|34.0|70.0|97.0|142.0|26.0|94.0|1008.0|403.0
Manzanares el Real|28082|162.0|16.0|98.0|20.0|22.0|63.0|138.0|14.0|92.0|625.0|343.0
Manzaneda|32044||||||||||44.0|
Manzaneque|45090||||||||||31.0|
Manzanera|44143||||||||||53.0|
Manzanilla|21047|59.0|||||||||93.0|23.0
Maqueda|45091||||||||||20.0|
Mara|50162||||||||||8.0|
Maracena|18127|577.0|17.0|196.0|31.0|101.0|135.0|157.0|39.0|97.0|1350.0|476.0
Maranchón|19170||||||||||17.0|
Marazoleja|40903||||||||||4.0|
Marazuela|40118||||||||||5.0|
Maraña|24096||||||||||4.0|
Marbella|29069|5142.0|287.0|2882.0|359.0|373.0|1438.0|4324.0|2956.0|1302.0|19063.0|10666.0
Marchagaz|10117||||||||||7.0|
Marchal|18128||||||||||12.0|
Marchamalo|19171|113.0|6.0|67.0|11.0|23.0|33.0|47.0|7.0|20.0|327.0|124.0
Marchena|41060|511.0|12.0|119.0|24.0|96.0|78.0|136.0|18.0|85.0|1079.0|353.0
Marcilla|31163|61.0||30.0||21.0|||||175.0|63.0
Margalef|43075||||||||||16.0|
Marganell|8242||||||||||28.0|
Maria de la Salut|7035|43.0||48.0||14.0|||||154.0|49.0
Mariana|16122||||||||||26.0|
Marina de Cudeyo|39040|130.0||39.0||41.0|38.0|54.0|17.0|25.0|350.0|140.0
Marinaleda|41061|65.0||8.0||10.0|||||95.0|12.0
Marines|46161|39.0||15.0||7.0|||||88.0|27.0
Marines, Los|21048||||||||||17.0|
Marjaliza|45092||||||||||18.0|
Markina-Xemein|48060|113.0|4.0|43.0||30.0|29.0|34.0||29.0|287.0|101.0
Marmolejo|23059|137.0||47.0|12.0|36.0|39.0|33.0||23.0|332.0|112.0
Marratxí|7036|952.0|66.0|482.0|64.0|156.0|282.0|477.0|134.0|216.0|2829.0|1239.0
Marrupe|45093||||||||||4.0|
Martiago|37181||||||||||7.0|
Martiherrero|5121||||||||||24.0|
Martinamor|37182||||||||||8.0|
Martorell|8114|565.0|31.0|195.0|40.0|111.0|141.0|186.0|90.0|125.0|1484.0|613.0
Martorelles|8115|137.0||38.0||65.0|||||380.0|140.0
Martos|23060|519.0|10.0|176.0|36.0|128.0|107.0|163.0|39.0|76.0|1254.0|431.0
Martín Miguel|40119||||||||||12.0|
Martín Muñoz de la Dehesa|40120||||||||||9.0|
Martín Muñoz de las Posadas|40121||||||||||24.0|
Martín de Yeltes|37183||||||||||20.0|
Martín de la Jara|41062|109.0||10.0||14.0|||||157.0|24.0
Martín del Río|44144||||||||||22.0|
Martínez|5122||||||||||6.0|
Marugán|40122||||||||||48.0|
Maruri-Jatabe|48061||||||||||61.0|
Marçà|43076||||||||||60.0|
María|4063|35.0||13.0||7.0|||||67.0|12.0
María de Huerva|50163|139.0|5.0|48.0|10.0|41.0|30.0|69.0|22.0|23.0|387.0|159.0
Marín|36026|530.0|8.0|162.0|31.0|73.0|152.0|163.0|47.0|104.0|1270.0|505.0
Mas de Barberans|43077||||||||||29.0|
Mas de las Matas|44145|35.0||25.0||14.0|||||97.0|23.0
Masarac|17100||||||||||20.0|
Mascaraque|45094||||||||||34.0|
Masdenverge|43078|13.0||10.0||8.0|||||55.0|24.0
Maside|32045|81.0||51.0||23.0|||||187.0|32.0
Masies de Roda, Les|8116||||||||||66.0|
Masies de Voltregà, Les|8117|90.0||41.0||34.0|||||242.0|77.0
Masllorenç|43079||||||||||30.0|
Masnou, El|8118|619.0|57.0|243.0|66.0|93.0|215.0|501.0|170.0|254.0|2218.0|1263.0
Maspujols|43081||||||||||36.0|
Masquefa|8119|195.0|8.0|86.0|9.0|49.0|50.0|54.0|41.0|26.0|518.0|188.0
Masroig, El|43082||||||||||28.0|
Massalavés|46162|35.0||18.0||18.0|||||90.0|19.0
Massalcoreig|25131||||||||||22.0|
Massalfassar|46163|84.0||17.0||21.0|||||193.0|71.0
Massamagrell|46164|343.0|13.0|134.0|18.0|48.0|86.0|126.0|31.0|62.0|861.0|336.0
Massanassa|46165|293.0|7.0|77.0|20.0|81.0|82.0|93.0|44.0|62.0|759.0|308.0
Massanes|17101||||||||||51.0|
Massoteres|25132||||||||||17.0|
Masueco|37184||||||||||12.0|
Masó, La|43080||||||||||16.0|
Mata de Alcántara|10118||||||||||18.0|
Mata de Cuéllar|40124||||||||||21.0|
Mata de Morella, la|12075||||||||||20.0|
Mata de los Olmos, La|44146||||||||||20.0|
Mata, La|45095||||||||||45.0|
Matabuena|40123||||||||||28.0|
Matadepera|8120|246.0|20.0|69.0|30.0|24.0|71.0|325.0|137.0|164.0|1086.0|747.0
Matadeón de los Oteros|24097||||||||||9.0|
Matalebreras|42110||||||||||10.0|
Matallana de Torío|24098|28.0||19.0||11.0|||||79.0|21.0
Matamala de Almazán|42111||||||||||12.0|
Matanza de Acentejo, La|38025|204.0||85.0||32.0|42.0|95.0|13.0|39.0|518.0|197.0
Matapozuelos|47082|35.0||14.0||7.0|||||67.0|11.0
Matarrubia|19173||||||||||4.0|
Mataró|8121|3211.0|228.0|1221.0|211.0|901.0|863.0|1492.0|770.0|774.0|9671.0|4338.0
Matilla de Arzón|49113||||||||||4.0|
Matilla de los Caños|47083||||||||||8.0|
Matilla de los Caños del Río|37187||||||||||42.0|
Matilla, La|40125||||||||||6.0|
Matillas|19174||||||||||5.0|
Maya, La|37188||||||||||15.0|
Mayalde|49115||||||||||8.0|
Mayorga|47084|47.0||21.0||11.0|||||111.0|32.0
Mazaleón|44147||||||||||34.0|
Mazarambroz|45096|20.0||16.0||7.0|||||61.0|18.0
Mazaricos|15045|111.0||48.0||13.0|||||238.0|66.0
Mazariegos|34102||||||||||6.0|
Mazarrón|30026|713.0|21.0|303.0|43.0|71.0|176.0|311.0|121.0|78.0|1837.0|750.0
Mazcuerras|39041|42.0||33.0||6.0|||||121.0|40.0
Mazuecos|19176||||||||||5.0|
Mazuecos de Valdeginate|34103||||||||||4.0|
Maçanet de Cabrenys|17102||||||||||60.0|
Maçanet de la Selva|17103|151.0|10.0|94.0|6.0|37.0|61.0|46.0|39.0|18.0|462.0|180.0
Maíllo, El|37177||||||||||8.0|
Mañaria|48059||||||||||41.0|
Mañeru|31161||||||||||23.0|
Mañón|15044|41.0|||||||||76.0|22.0
Maó|7032|791.0|37.0|332.0|56.0|121.0|258.0|527.0|203.0|189.0|2514.0|1270.0
Meaño|36027|194.0||86.0|8.0|58.0|31.0|36.0||8.0|426.0|88.0
Mecerreyes|9208||||||||||10.0|
Meco|28083|349.0|13.0|189.0|15.0|60.0|93.0|138.0|35.0|79.0|971.0|373.0
Medellín|6080|51.0||10.0||10.0|||||96.0|25.0
Mediana de Aragón|50164||||||||||19.0|
Mediana de Voltoya|5123||||||||||11.0|
Medina Sidonia|11023|237.0|4.0|87.0|7.0|24.0|57.0|59.0|13.0|41.0|529.0|181.0
Medina de Pomar|9209|230.0|5.0|110.0|11.0|28.0|124.0|59.0|31.0|38.0|636.0|268.0
Medina de Rioseco|47086|174.0||50.0||31.0|||||372.0|117.0
Medina de las Torres|6081|16.0||11.0||8.0|||||51.0|16.0
Medina del Campo|47085|560.0|10.0|139.0|23.0|81.0|135.0|139.0|52.0|94.0|1233.0|453.0
Medinaceli|42113||||||||||84.0|
Medinilla|5124||||||||||5.0|
Medio Cudeyo|39042|220.0|4.0|93.0|10.0|46.0|55.0|66.0|28.0|32.0|554.0|195.0
Mediona|8122|41.0||30.0||12.0|||||147.0|64.0
Medrano|26096||||||||||21.0|
Megeces|47087||||||||||24.0|
Meira|27029|88.0||30.0||16.0|||||194.0|60.0
Meis|36028|158.0||88.0||24.0|||||364.0|94.0
Mejorada|45097|||23.0|||||||60.0|20.0
Mejorada del Campo|28084|656.0|22.0|345.0|25.0|175.0|146.0|174.0|58.0|74.0|1675.0|499.0
Melgar de Abajo|47088||||||||||6.0|
Melgar de Arriba|47089||||||||||9.0|
Melgar de Fernamental|9211|47.0||30.0||13.0|||||123.0|33.0
Melgar de Tera|49116||||||||||9.0|
Melgar de Yuso|34104||||||||||12.0|
Meliana|46166|237.0|6.0|83.0|25.0|55.0|65.0|80.0|29.0|55.0|635.0|260.0
Melide|15046|322.0|4.0|146.0|24.0|41.0|57.0|71.0|16.0|18.0|699.0|190.0
Melilla|52001|2816.0|52.0|407.0|45.0|121.0|479.0|620.0|107.0|377.0|5024.0|1680.0
Melque de Cercos|40126||||||||||4.0|
Melón|32046|20.0||11.0||9.0|||||52.0|12.0
Membrilla|13054|141.0||38.0||27.0|30.0|26.0|16.0|17.0|303.0|97.0
Membrío|10119||||||||||32.0|
Menasalbas|45098|93.0||38.0||37.0|||||217.0|49.0
Mendaro|20901|41.0||11.0||32.0|||||107.0|23.0
Mendata|48062||||||||||21.0|
Mendavia|31165|85.0||40.0||26.0|||||204.0|53.0
Mendaza|31166||||||||||17.0|
Mendexa|48063||||||||||31.0|
Mendigorria|31167|20.0||15.0||5.0|||||53.0|13.0
Meneses de Campos|34106||||||||||7.0|
Mengabril|6082||||||||||12.0|
Mengíbar|23061|279.0|8.0|104.0|13.0|71.0|58.0|71.0|9.0|32.0|645.0|191.0
Menàrguens|25134||||||||||46.0|
Mequinenza|50165|51.0||14.0||13.0|||||125.0|47.0
Meranges|17099||||||||||8.0|
Merca, A|32047|47.0||26.0||18.0|||||117.0|26.0
Mercadal, Es|7037|117.0|6.0|76.0|6.0|19.0|56.0|76.0|32.0|21.0|409.0|197.0
Merindad de Cuesta-Urria|9213||||||||||27.0|
Merindad de Montija|9214||||||||||61.0|
Merindad de Río Ubierna|9906|25.0||8.0||8.0|||||91.0|50.0
Merindad de Sotoscueva|9215||||||||||38.0|
Merindad de Valdeporres|9216||||||||||44.0|
Merindad de Valdivielso|9217||||||||||42.0|
Meruelo|39043|72.0||42.0||7.0|||||178.0|57.0
Mesas de Ibor|10120||||||||||6.0|
Mesas, Las|16124|59.0||23.0||17.0|||||127.0|28.0
Mesegar de Tajo|45100||||||||||5.0|
Mesones de Isuela|50166||||||||||6.0|
Mestanza|13055||||||||||15.0|
Mesía|15047|49.0||26.0||20.0|||||131.0|36.0
Metauten|31168||||||||||21.0|
Mezalocha|50167||||||||||4.0|
Mezquita de Jarque|44148||||||||||5.0|
Mezquita, A|32048|29.0||13.0||4.0|||||58.0|12.0
Meñaka|48064||||||||||34.0|
Miajadas|10121|332.0||78.0||49.0|72.0|66.0|14.0|33.0|655.0|196.0
Micereces de Tera|49117||||||||||18.0|
Miedes de Aragón|50169||||||||||10.0|
Miengo|39044|121.0||55.0||24.0|||||335.0|135.0
Miera|39045||||||||||14.0|
Mieres|17105||||||||||26.0|
Mieres|33037|802.0|10.0|203.0|38.0|86.0|194.0|175.0|67.0|99.0|1674.0|583.0
Mieza|37190||||||||||4.0|
Migjorn Gran, Es|7902|||33.0|||||||120.0|57.0
Miguel Esteban|45101|117.0||94.0||31.0|||||307.0|65.0
Miguelturra|13056|388.0|12.0|118.0|33.0|76.0|103.0|134.0|19.0|70.0|953.0|371.0
Migueláñez|40128||||||||||10.0|
Mijares|5127||||||||||49.0|
Mijas|29070|2340.0|148.0|1160.0|141.0|187.0|714.0|1378.0|674.0|482.0|7224.0|3537.0
Milagro|31169|64.0||21.0||18.0|||||147.0|44.0
Milagros|9218||||||||||29.0|
Millana|19184||||||||||7.0|
Millanes|10122||||||||||13.0|
Millares|46167||||||||||7.0|
Millena|3086||||||||||6.0|
Milles de la Polvorosa|49118||||||||||4.0|
Milmarcos|19183||||||||||7.0|
Milà, El|43083||||||||||9.0|
Minas de Riotinto|21049|50.0||10.0||8.0|||||117.0|49.0
Minaya|2048|36.0||21.0||15.0|||||86.0|14.0
Minglanilla|16125|110.0||23.0||17.0|||||183.0|33.0
Mingorría|5128||||||||||18.0|
Mira|16126||||||||||58.0|
Mirabel|10123||||||||||26.0|
Mirabueno|19186||||||||||5.0|
Miraflores de la Sierra|28085|144.0|16.0|87.0|9.0|16.0|47.0|103.0|16.0|39.0|477.0|230.0
Miralcamp|25135|33.0||26.0||11.0|||||84.0|14.0
Miramar|46168|71.0||18.0||7.0|||||171.0|75.0
Mirambel|44149||||||||||8.0|
Miranda de Arga|31171||||||||||42.0|
Miranda de Azán|37192||||||||||34.0|
Miranda de Ebro|9219|771.0|14.0|213.0|52.0|132.0|230.0|231.0|137.0|130.0|1910.0|794.0
Miranda del Castañar|37193||||||||||37.0|
Mirandilla|6084|23.0|||||||||40.0|10.0
Miravet|43084||||||||||56.0|
Mirón, El|5129||||||||||7.0|
Mislata|46169|897.0|51.0|253.0|66.0|97.0|258.0|312.0|91.0|144.0|2169.0|922.0
Miño|15048|190.0|10.0|65.0|16.0|15.0|55.0|83.0|10.0|37.0|481.0|211.0
Miño de Medinaceli|42115||||||||||7.0|
Moaña|36029|431.0|19.0|158.0|27.0|101.0|143.0|133.0|36.0|93.0|1141.0|451.0
Mocejón|45102|119.0||113.0||24.0|||||334.0|78.0
Moclinejo|29071|36.0||12.0||4.0|||||67.0|15.0
Moclín|18132|74.0||24.0||11.0|||||138.0|29.0
Modúbar de la Emparedada|9221||||||||||37.0|
Moeche|15049|34.0||14.0||8.0|||||81.0|25.0
Mogarraz|37194||||||||||21.0|
Mogente/Moixent|46170|127.0||48.0||53.0|||||327.0|99.0
Moguer|21050|433.0|10.0|118.0|14.0|42.0|94.0|147.0|26.0|42.0|926.0|333.0
Mogán|35012|956.0|31.0|132.0|33.0|32.0|141.0|270.0|151.0|84.0|1830.0|710.0
Mohedas de Granadilla|10124||||||||||49.0|
Mohedas de la Jara|45103||||||||||32.0|
Mohernando|19189||||||||||9.0|
Moià|8138|167.0|9.0|111.0|11.0|41.0|53.0|61.0|28.0|49.0|530.0|211.0
Mojados|47090|77.0||33.0||14.0|||||175.0|51.0
Mojonera, La|4903|214.0||50.0||38.0|35.0|41.0|15.0|17.0|416.0|114.0
Mojácar|4064|304.0|16.0|105.0|14.0|8.0|63.0|127.0|70.0|38.0|745.0|328.0
Molacillos|49119||||||||||11.0|
Molar, El|28086|186.0|11.0|102.0|10.0|31.0|55.0|90.0|28.0|34.0|547.0|228.0
Molar, El|43085||||||||||21.0|
Molares, Los|41063|65.0||20.0||13.0|||||142.0|44.0
Molina de Aragón|19190|101.0||73.0||16.0|||||270.0|80.0
Molina de Segura|30027|1809.0|63.0|511.0|133.0|388.0|473.0|893.0|195.0|485.0|4950.0|2242.0
Molinaseca|24100||||||||||64.0|
Molinicos|2049||||||||||54.0|
Molinos|44151||||||||||16.0|
Molinos de Duero|42117||||||||||12.0|
Molinos, Los|28087|93.0||73.0||11.0|||||355.0|178.0
Molins de Rei|8123|735.0|47.0|210.0|43.0|154.0|184.0|393.0|133.0|173.0|2072.0|973.0
Molledo|39046|36.0|||||||||67.0|15.0
Mollerussa|25137|323.0|19.0|122.0|34.0|89.0|98.0|168.0|73.0|88.0|1014.0|480.0
Mollet de Peralada|17106||||||||||14.0|
Mollet del Vallès|8124|1020.0|56.0|395.0|65.0|170.0|281.0|343.0|216.0|190.0|2736.0|1151.0
Mollina|29072|131.0||43.0|6.0|21.0|33.0|25.0||14.0|282.0|87.0
Molló|17107||||||||||40.0|
Molsosa, La|25136||||||||||7.0|
Molvízar|18133|42.0||7.0||6.0|||||81.0|26.0
Mombeltrán|5132||||||||||58.0|
Mombuey|49121||||||||||40.0|
Monachil|18134|232.0|11.0|81.0|6.0|28.0|66.0|117.0|27.0|55.0|623.0|282.0
Monasterio de Rodilla|9224||||||||||13.0|
Monasterio de la Sierra|9223||||||||||4.0|
Moncada|46171|418.0|24.0|218.0|17.0|125.0|118.0|214.0|52.0|115.0|1301.0|540.0
Moncofa|12077|197.0||56.0||16.0|43.0|63.0|15.0|36.0|438.0|169.0
Monda|29073|68.0||27.0||14.0|||||188.0|79.0
Mondariz|36030|92.0||28.0||11.0|||||196.0|65.0
Mondariz-Balneario|36031||||||||||54.0|
Mondoñedo|27030|130.0||54.0||20.0|||||301.0|97.0
Mondéjar|19192|94.0||50.0||18.0|||||199.0|37.0
