qid|tags
Q23987893|['most_picturesque', 'most_friendly_locals', 'low_cost_of_living_high_life_quality', 'good_for_sailing', 'best_beaches', 'best_beaches', 'best_beaches', 'best_beaches', 'on_island', 'clean']
Q991489|['most_picturesque', 'most_friendly_locals', 'low_cost_of_living_high_life_quality', 'good_for_sailing', 'best_beaches', 'best_beaches', 'best_beaches', 'best_beaches', 'on_island', 'clean']
Q1928400|['most_picturesque', 'most_friendly_locals', 'low_cost_of_living_high_life_quality', 'good_for_sailing', 'best_beaches', 'best_beaches', 'best_beaches', 'best_beaches', 'on_island', 'clean']
Q580743|['most_picturesque', 'most_friendly_locals', 'low_cost_of_living_high_life_quality', 'clean']
Q28120949|['most_picturesque', 'most_friendly_locals', 'low_cost_of_living_high_life_quality', 'clean']
Q986361|['most_picturesque', 'clean']
Q737440|['most_picturesque', 'on_island', 'clean']
Q4397801|['most_picturesque', 'on_island', 'clean']
Q594892|['most_picturesque', 'best_beaches', 'best_beaches', 'best_beaches', 'best_beaches', 'on_island', 'clean']
Q97620511|['most_picturesque', 'best_beaches', 'best_beaches', 'best_beaches', 'best_beaches', 'on_island', 'clean']
Q97637158|['most_picturesque', 'best_beaches', 'best_beaches', 'best_beaches', 'best_beaches', 'on_island', 'clean']
Q3410094|['most_picturesque', 'on_island']
Q1324156|['most_picturesque', 'on_island']
Q28116076|['most_picturesque', 'on_island']
Q1489481|['most_picturesque', 'most_friendly_locals', 'low_cost_of_living_high_life_quality', 'good_for_sailing', 'best_beaches', 'best_beaches', 'best_beaches', 'on_island', 'clean']
Q267946|['most_picturesque']
Q2720320|['most_picturesque', 'most_friendly_locals', 'good_for_sailing', 'best_beaches', 'best_beaches', 'best_beaches', 'best_beaches', 'on_island', 'clean']
Q353618|['most_picturesque', 'most_friendly_locals', 'good_for_sailing', 'best_beaches', 'best_beaches', 'best_beaches', 'best_beaches', 'on_island', 'clean']
Q24014665|['most_picturesque', 'most_friendly_locals', 'good_for_sailing', 'best_beaches', 'best_beaches', 'best_beaches', 'best_beaches', 'on_island', 'clean']
Q9018659|['most_picturesque', 'low_cost_of_living_high_life_quality', 'best_beaches', 'best_beaches', 'best_beaches', 'on_island', 'retire', 'for_young_people']
Q56570645|['most_picturesque', 'low_cost_of_living_high_life_quality', 'best_beaches', 'best_beaches', 'best_beaches', 'on_island', 'retire', 'for_young_people']
Q97628477|['most_picturesque', 'low_cost_of_living_high_life_quality', 'best_beaches', 'best_beaches', 'best_beaches', 'on_island', 'retire', 'for_young_people']
Q97630129|['most_picturesque', 'low_cost_of_living_high_life_quality', 'best_beaches', 'best_beaches', 'best_beaches', 'on_island', 'retire', 'for_young_people']
Q97636746|['most_picturesque', 'low_cost_of_living_high_life_quality', 'best_beaches', 'best_beaches', 'best_beaches', 'on_island', 'retire', 'for_young_people']
Q635308|['most_picturesque', 'on_island', 'clean']
Q6122685|['most_picturesque', 'on_island', 'clean']
Q16613228|['most_picturesque', 'on_island', 'clean']
Q16599730|['most_picturesque', 'on_island']
Q1260011|['most_picturesque', 'on_island', 'clean']
Q584446|['most_picturesque', 'most_friendly_locals', 'on_island']
Q13493|['best_climate']
Q23993571|['best_climate']
Q13521|['best_climate', 'no_mosquitos']
Q13006|['best_climate', 'no_mosquitos']
Q23991237|['best_climate', 'no_mosquitos']
Q12977|['best_climate', 'no_mosquitos', 'skydiving']
Q23995225|['best_climate', 'no_mosquitos', 'skydiving']
Q12991|['best_climate', 'no_mosquitos']
Q11822|['best_climate', 'best_climate', 'best_climate', 'best_climate', 'no_mosquitos']
Q23993123|['best_climate', 'best_climate', 'best_climate', 'best_climate', 'no_mosquitos']
Q11263|['best_climate', 'best_climate', 'best_climate', 'best_climate', 'no_mosquitos', 'beautiful_nature']
Q31914237|['best_climate', 'best_climate', 'best_climate', 'best_climate', 'no_mosquitos', 'beautiful_nature']
Q5821140|['best_climate', 'best_climate', 'best_climate', 'best_climate']
Q11910923|['best_climate', 'best_climate', 'best_climate', 'best_climate']
Q24002278|['best_climate', 'best_climate', 'best_climate', 'best_climate']
Q3920538|['best_climate', 'best_climate', 'best_climate', 'best_climate']
Q1866839|['best_climate', 'best_climate', 'best_climate', 'best_climate']
Q2167192|['best_climate', 'best_climate', 'best_climate', 'best_climate']
Q13491|['best_climate', 'best_climate', 'best_climate', 'best_climate']
Q11939833|['best_climate', 'best_climate', 'best_climate', 'best_climate']
Q23994224|['best_climate', 'best_climate', 'best_climate', 'best_climate']
Q13462|['best_climate', 'best_climate', 'best_climate', 'best_climate']
Q24022119|['best_climate', 'best_climate', 'best_climate', 'best_climate']
Q13431|['best_climate', 'best_climate', 'best_climate']
Q24022116|['best_climate', 'best_climate', 'best_climate']
Q11941952|['best_climate', 'best_climate', 'best_climate']
Q12590|['best_climate', 'best_climate', 'best_climate']
Q12552|['best_climate', 'best_climate', 'best_climate']
Q12114|['best_climate', 'best_climate', 'best_climate']
Q13569|['best_climate', 'best_climate', 'best_climate']
Q13435|['best_climate', 'best_climate', 'best_climate']
Q23995170|['best_climate', 'best_climate', 'best_climate']
Q13715|['best_climate', 'best_climate', 'best_climate']
Q13639|['best_climate', 'best_climate', 'best_climate']
Q13426|['best_climate', 'best_climate', 'best_climate']
Q24019210|['best_climate', 'best_climate', 'best_climate']
Q12618|['best_climate', 'best_climate', 'best_climate']
Q23994114|['best_climate', 'best_climate', 'best_climate']
Q6944|['best_climate', 'best_climate', 'best_climate']
Q8261258|['best_climate', 'best_climate', 'best_climate']
Q24002344|['best_climate', 'best_climate', 'best_climate']
Q47180941|['best_climate', 'best_climate', 'best_climate']
Q73362523|['best_climate', 'best_climate', 'best_climate']
Q12335|['best_climate', 'best_climate', 'best_climate']
Q1765692|['best_climate', 'best_climate', 'best_climate']
Q23993045|['best_climate', 'best_climate', 'best_climate']
Q1766663|['best_climate', 'best_climate', 'best_climate']
Q13765|['best_climate', 'best_climate', 'best_climate']
Q23993466|['best_climate', 'best_climate', 'best_climate']
Q673412|['best_climate', 'best_climate', 'best_climate']
Q12281|['best_climate', 'best_climate', 'best_climate']
Q12348|['best_climate', 'best_climate', 'best_climate']
Q983476|['best_climate', 'best_climate', 'best_climate']
Q13731|['best_climate', 'best_climate', 'best_climate']
Q12361|['best_climate', 'best_climate', 'best_climate']
Q484799|['best_climate', 'clean', 'retire']
Q24012588|['best_climate', 'clean', 'retire']
Q492735|['best_climate', 'clean', 'retire', 'skydiving']
Q24012598|['best_climate', 'clean', 'retire', 'skydiving']
Q28119797|['best_climate', 'clean', 'retire', 'skydiving']
Q492748|['best_climate', 'best_for_expats', 'clean', 'retire', 'skydiving']
Q12257297|['best_climate', 'best_for_expats', 'clean', 'retire', 'skydiving']
Q31916251|['best_climate', 'best_for_expats', 'clean', 'retire', 'skydiving']
Q2223797|['best_climate', 'retire']
Q97620698|['best_climate', 'retire']
Q13149|['best_climate', 'low_cost_of_living_high_life_quality', 'best_for_expats', 'retire', 'beautiful_nature']
Q24012582|['best_climate', 'low_cost_of_living_high_life_quality', 'best_for_expats', 'retire', 'beautiful_nature']
Q277302|['best_climate', 'good_for_surfing', 'good_for_surfing', 'good_for_surfing', 'clean']
Q24011946|['best_climate', 'good_for_surfing', 'good_for_surfing', 'good_for_surfing', 'clean']
Q846159|['best_climate', 'clean', 'clean', 'no_mosquitos']
Q24011934|['best_climate', 'clean', 'clean', 'no_mosquitos']
Q12303|['best_climate', 'job_opportunities', 'clean', 'skydiving', 'good_business']
Q24011941|['best_climate', 'job_opportunities', 'clean', 'skydiving', 'good_business']
Q741765|['best_climate', 'clean']
Q2058644|['best_climate', 'clean']
Q28119726|['best_climate', 'clean']
Q642200|['best_climate', 'clean']
Q24011938|['best_climate', 'clean']
Q24004411|['best_climate', 'good_for_sailing', 'skydiving']
Q496968|['best_climate', 'low_cost_of_living_high_life_quality', 'clean', 'good_for_families']
Q1407478|['best_climate']
Q1157971|['best_climate']
Q499184|['best_climate']
Q24009373|['best_climate']
Q24017189|['best_climate', 'best_beaches', 'skydiving']
Q33532|['best_climate', 'best_beaches', 'skydiving']
Q487981|['most_friendly_locals', 'good_for_sailing', 'good_food', 'best_beaches', 'retire', 'skydiving', 'good_business']
Q31913595|['most_friendly_locals', 'good_for_sailing', 'good_food', 'best_beaches', 'retire', 'skydiving', 'good_business']
Q60052777|['most_friendly_locals', 'good_for_sailing', 'good_food', 'best_beaches', 'retire', 'skydiving', 'good_business']
Q623549|['most_friendly_locals', 'low_cost_of_living_high_life_quality', 'good_for_sailing', 'best_beaches', 'best_beaches', 'best_beaches', 'best_beaches', 'on_island', 'clean', 'retire', 'good_for_families']
Q24014652|['most_friendly_locals', 'low_cost_of_living_high_life_quality', 'good_for_sailing', 'best_beaches', 'best_beaches', 'best_beaches', 'best_beaches', 'on_island', 'clean', 'retire', 'good_for_families']
Q2998365|['most_friendly_locals', 'low_cost_of_living_high_life_quality', 'best_beaches', 'best_beaches', 'best_beaches']
Q221749|['most_friendly_locals', 'good_internet', 'retire']
Q24009374|['most_friendly_locals', 'good_internet', 'retire']
Q23993464|['most_friendly_locals', 'low_cost_of_living_high_life_quality', 'best_beaches', 'best_beaches', 'best_beaches']
Q105974310|['most_friendly_locals', 'low_cost_of_living_high_life_quality', 'best_beaches', 'best_beaches', 'best_beaches']
Q3024412|['most_friendly_locals']
Q5962633|['most_friendly_locals', 'good_for_sailing']
Q5962636|['most_friendly_locals', 'good_for_sailing']
Q28116580|['most_friendly_locals', 'good_for_sailing']
Q97617735|['most_friendly_locals', 'good_for_sailing']
Q108066609|['most_friendly_locals', 'good_for_sailing']
Q11974|['most_friendly_locals', 'job_opportunities', 'best_beaches', 'best_beaches', 'best_beaches', 'best_beaches', 'clean']
Q23984578|['most_friendly_locals', 'job_opportunities', 'best_beaches', 'best_beaches', 'best_beaches', 'best_beaches', 'clean']
Q55845|['most_friendly_locals', 'best_beaches', 'best_beaches', 'best_beaches', 'best_beaches']
Q24013877|['most_friendly_locals', 'best_beaches', 'best_beaches', 'best_beaches', 'best_beaches']
Q647543|['most_friendly_locals', 'best_beaches', 'best_beaches', 'best_beaches', 'best_beaches', 'on_island', 'clean']
Q920391|['most_friendly_locals', 'low_cost_of_living_high_life_quality', 'clean', 'good_for_families', 'beautiful_nature']
Q612815|['most_friendly_locals', 'low_cost_of_living_high_life_quality', 'clean', 'beautiful_nature']
Q24014658|['most_friendly_locals', 'low_cost_of_living_high_life_quality', 'clean', 'beautiful_nature']
Q2117495|['most_friendly_locals', 'low_cost_of_living_high_life_quality', 'best_beaches', 'best_beaches', 'best_beaches']
Q1136332|['most_friendly_locals', 'best_beaches', 'best_beaches', 'best_beaches', 'on_island']
Q5965195|['most_friendly_locals']
Q97627291|['most_friendly_locals']
Q426350|['most_friendly_locals', 'on_island', 'beautiful_nature']
Q24019142|['most_friendly_locals', 'on_island', 'beautiful_nature']
Q366948|['most_friendly_locals', 'on_island', 'clean', 'beautiful_nature']
Q24019145|['most_friendly_locals', 'on_island', 'clean', 'beautiful_nature']
Q55480|['best_schools']
Q24002162|['best_schools']
Q26903833|['best_schools']
Q427505|['best_schools']
Q2263478|['best_schools']
Q24012728|['best_schools']
Q97629395|['best_schools']
Q639422|['best_schools']
Q24012704|['best_schools']
Q973325|['best_schools']
Q24012654|['best_schools']
Q985269|['best_schools']
Q48886443|['best_schools']
Q97627353|['best_schools']
Q487679|['best_schools', 'good_business']
Q24012785|['best_schools', 'good_business']
Q1641013|['best_schools']
Q24012772|['best_schools']
Q1646215|['best_schools']
Q24012758|['best_schools']
Q1751903|['best_schools']
Q24012753|['best_schools']
Q1615953|['best_schools']
Q24012743|['best_schools']
Q517450|['best_schools']
Q768730|['best_schools']
Q664769|['best_schools']
Q24012733|['best_schools']
Q592747|['best_schools']
Q24012694|['best_schools']
Q16511|['best_schools']
Q599830|['best_schools']
Q24012730|['best_schools']
Q55483|['best_schools']
Q24012727|['best_schools']
Q55481|['best_schools']
Q24012725|['best_schools']
Q965208|['best_schools']
Q24012722|['best_schools']
Q1648718|['best_schools', 'good_for_climbing']
Q6038903|['best_schools', 'good_for_climbing']
Q23993988|['best_schools', 'good_for_climbing']
Q2046249|['best_schools']
Q23993587|['best_schools']
Q1647820|['best_schools']
Q24012709|['best_schools']
Q1772205|['best_schools']
Q24012708|['best_schools']
Q371748|['best_schools']
Q31923752|['best_schools']
Q1772168|['best_schools']
Q24013910|['best_schools']
Q6132029|['best_schools']
Q910410|['best_schools']
Q24012644|['best_schools']
Q10783|['best_schools', 'no_mosquitos']
Q24012670|['best_schools', 'no_mosquitos']
Q1646224|['best_schools']
Q24012658|['best_schools']
Q1999682|['best_schools']
Q1648705|['least_crime', 'good_for_families']
Q1444358|['least_crime', 'good_healthcare', 'no_mosquitos']
Q28122364|['least_crime']
Q1445364|['least_crime']
Q542936|['least_crime']
Q110671255|['least_crime']
Q110671256|['least_crime']
Q110688911|['least_crime']
Q1650363|['least_crime']
Q24019965|['least_crime']
Q1648448|['least_crime']
Q80214627|['least_crime']
Q107643081|['least_crime']
Q28120770|['least_crime']
Q97624594|['least_crime']
Q97629605|['least_crime']
Q97643218|['least_crime']
Q97644185|['least_crime']
Q97652169|['least_crime']
Q1323823|['least_crime']
Q1645087|['least_crime']
Q2046733|['least_crime']
Q5821175|['least_crime']
Q8772879|['least_crime']
Q97623763|['least_crime']
Q97629985|['least_crime']
Q97652927|['least_crime']
Q110671295|['least_crime']
Q110671296|['least_crime']
Q110671482|['least_crime']
Q110671497|['least_crime']
Q1018057|['least_crime']
Q28120605|['least_crime']
Q97619433|['least_crime']
Q97629768|['least_crime']
Q97630090|['least_crime']
Q97604824|['least_crime']
Q97616959|['least_crime']
Q97619033|['least_crime']
Q97620439|['least_crime']
Q97647672|['least_crime']
Q110688934|['least_crime']
Q3314337|['least_crime']
Q52365790|['least_crime']
Q110671248|['least_crime']
Q996161|['live_well_without_car']
Q765496|['live_well_without_car']
Q4866280|['live_well_without_car']
Q5845779|['live_well_without_car']
Q1382252|['live_well_without_car', 'live_well_without_car']
Q492420|['live_well_without_car', 'job_opportunities', 'good_business']
Q530302|['live_well_without_car']
Q3034991|['live_well_without_car']
Q1228780|['live_well_without_car']
Q24016795|['live_well_without_car']
Q548441|['live_well_without_car']
Q3043733|['live_well_without_car']
Q24016792|['live_well_without_car']
Q909707|['live_well_without_car']
Q3045205|['live_well_without_car']
Q3497417|['live_well_without_car']
Q24016787|['live_well_without_car']
Q681893|['live_well_without_car']
Q847127|['live_well_without_car']
Q1639355|['live_well_without_car']
Q24013523|['live_well_without_car']
Q847130|['live_well_without_car']
Q24011012|['live_well_without_car']
Q496567|['live_well_without_car']
Q1242400|['live_well_without_car']
Q24016805|['live_well_without_car']
Q932808|['live_well_without_car']
Q726664|['live_well_without_car']
Q917886|['live_well_without_car']
Q3042250|['live_well_without_car']
Q497801|['live_well_without_car']
Q18008358|['live_well_without_car']
Q23991161|['live_well_without_car']
Q30055444|['live_well_without_car']
Q14318|['live_well_without_car', 'good_for_hiking', 'good_business']
Q4476|['live_well_without_car']
Q147774|['live_well_without_car']
Q2881871|['live_well_without_car']
Q844508|['live_well_without_car']
Q427330|['low_cost_of_living_high_life_quality', 'best_for_expats', 'good_healthcare', 'socialize']
Q24011313|['low_cost_of_living_high_life_quality', 'best_for_expats', 'good_healthcare', 'socialize']
Q24011335|['low_cost_of_living_high_life_quality', 'best_for_expats', 'good_healthcare', 'socialize']
Q1623982|['low_cost_of_living_high_life_quality', 'best_for_expats', 'socialize', 'good_for_families']
Q24012606|['low_cost_of_living_high_life_quality', 'best_for_expats', 'socialize', 'good_for_families']
Q1397796|['low_cost_of_living_high_life_quality', 'retire']
Q28120591|['low_cost_of_living_high_life_quality', 'retire']
Q92472543|['low_cost_of_living_high_life_quality', 'retire']
Q97604714|['low_cost_of_living_high_life_quality', 'retire']
Q97619521|['low_cost_of_living_high_life_quality', 'retire']
Q97629206|['low_cost_of_living_high_life_quality', 'retire']
Q592566|['low_cost_of_living_high_life_quality', 'good_for_families']
Q6159099|['low_cost_of_living_high_life_quality', 'beautiful_nature']
Q770882|['low_cost_of_living_high_life_quality']
Q693258|['low_cost_of_living_high_life_quality']
Q2113494|['low_cost_of_living_high_life_quality']
Q14649|['job_opportunities', 'good_food', 'for_young_people']
Q531129|['job_opportunities', 'good_food', 'for_young_people']
Q791012|['job_opportunities', 'good_food', 'for_young_people']
Q5553693|['job_opportunities', 'good_food', 'for_young_people']
Q102309114|['job_opportunities', 'good_food', 'for_young_people']
Q107986949|['job_opportunities', 'good_food', 'for_young_people']
Q15679|['job_opportunities']
Q4840525|['job_opportunities']
Q30601119|['job_opportunities']
Q31912880|['job_opportunities']
Q58214023|['job_opportunities']
Q69516755|['job_opportunities']
Q15678|['job_opportunities', 'interesting_historic_buildings', 'good_food']
Q5202311|['job_opportunities', 'interesting_historic_buildings', 'good_food']
Q30601115|['job_opportunities', 'interesting_historic_buildings', 'good_food']
Q31915927|['job_opportunities', 'interesting_historic_buildings', 'good_food']
Q58214040|['job_opportunities', 'interesting_historic_buildings', 'good_food']
Q88182512|['job_opportunities', 'interesting_historic_buildings', 'good_food']
Q106627419|['job_opportunities', 'interesting_historic_buildings', 'good_food']
Q5818|['job_opportunities', 'interesting_historic_buildings', 'good_for_hiking', 'good_food', 'good_english', 'camping', 'good_for_families', 'for_young_people']
Q5202717|['job_opportunities', 'interesting_historic_buildings', 'good_for_hiking', 'good_food', 'good_english', 'camping', 'good_for_families', 'for_young_people']
Q5202718|['job_opportunities', 'interesting_historic_buildings', 'good_for_hiking', 'good_food', 'good_english', 'camping', 'good_for_families', 'for_young_people']
Q28452104|['job_opportunities', 'interesting_historic_buildings', 'good_for_hiking', 'good_food', 'good_english', 'camping', 'good_for_families', 'for_young_people']
Q58214078|['job_opportunities', 'interesting_historic_buildings', 'good_for_hiking', 'good_food', 'good_english', 'camping', 'good_for_families', 'for_young_people']
Q91119045|['job_opportunities', 'interesting_historic_buildings', 'good_for_hiking', 'good_food', 'good_english', 'camping', 'good_for_families', 'for_young_people']
Q101948176|['job_opportunities', 'interesting_historic_buildings', 'good_for_hiking', 'good_food', 'good_english', 'camping', 'good_for_families', 'for_young_people']
Q10509|['job_opportunities', 'good_business']
Q31916107|['job_opportunities', 'good_business']
Q12273|['job_opportunities', 'good_for_hiking', 'good_food', 'good_english', 'camping', 'for_young_people']
Q913051|['job_opportunities', 'good_for_hiking', 'good_food', 'good_english', 'camping', 'for_young_people']
Q8810|['job_opportunities', 'interesting_historic_buildings', 'good_for_hiking', 'good_food', 'good_english', 'camping', 'skydiving', 'good_business', 'for_young_people']
Q5594085|['job_opportunities', 'interesting_historic_buildings', 'good_for_hiking', 'good_food', 'good_english', 'camping', 'skydiving', 'good_business', 'for_young_people']
Q8198739|['job_opportunities', 'interesting_historic_buildings', 'good_for_hiking', 'good_food', 'good_english', 'camping', 'skydiving', 'good_business', 'for_young_people']
Q20492650|['job_opportunities', 'interesting_historic_buildings', 'good_for_hiking', 'good_food', 'good_english', 'camping', 'skydiving', 'good_business', 'for_young_people']
Q28452105|['job_opportunities', 'interesting_historic_buildings', 'good_for_hiking', 'good_food', 'good_english', 'camping', 'skydiving', 'good_business', 'for_young_people']
Q31916723|['job_opportunities', 'interesting_historic_buildings', 'good_for_hiking', 'good_food', 'good_english', 'camping', 'skydiving', 'good_business', 'for_young_people']
Q58214123|['job_opportunities', 'interesting_historic_buildings', 'good_for_hiking', 'good_food', 'good_english', 'camping', 'skydiving', 'good_business', 'for_young_people']
Q65932226|['job_opportunities', 'interesting_historic_buildings', 'good_for_hiking', 'good_food', 'good_english', 'camping', 'skydiving', 'good_business', 'for_young_people']
Q91118763|['job_opportunities', 'interesting_historic_buildings', 'good_for_hiking', 'good_food', 'good_english', 'camping', 'skydiving', 'good_business', 'for_young_people']
Q12246|['job_opportunities', 'good_food']
Q12249|['job_opportunities', 'good_food']
Q8346385|['job_opportunities', 'good_food']
Q23984786|['job_opportunities', 'good_food']
Q28452106|['job_opportunities', 'good_food']
Q58214140|['job_opportunities', 'good_food']
Q88182578|['job_opportunities', 'good_food']
Q15681|['job_opportunities', 'good_food']
Q6168504|['job_opportunities', 'good_food']
Q24013256|['job_opportunities', 'good_food']
Q28452107|['job_opportunities', 'good_food']
Q58214143|['job_opportunities', 'good_food']
Q88182582|['job_opportunities', 'good_food']
Q77433|['job_opportunities', 'good_business']
Q2778424|['job_opportunities', 'good_business']
Q31917677|['job_opportunities', 'good_business']
Q14325|['job_opportunities', 'good_for_hiking', 'good_food', 'good_english', 'for_young_people']
Q88182587|['job_opportunities', 'good_for_hiking', 'good_food', 'good_english', 'for_young_people']
Q10282|['job_opportunities', 'job_opportunities', 'interesting_historic_buildings', 'good_for_hiking', 'good_food', 'good_english', 'good_english', 'camping', 'good_business', 'for_young_people']
Q487096|['job_opportunities', 'good_business']
Q23992963|['job_opportunities', 'good_business']
Q15695|['job_opportunities', 'interesting_historic_buildings', 'good_for_hiking', 'good_food', 'good_english', 'camping', 'for_young_people']
Q1773521|['job_opportunities', 'interesting_historic_buildings', 'good_for_hiking', 'good_food', 'good_english', 'camping', 'for_young_people']
Q19632195|['job_opportunities', 'interesting_historic_buildings', 'good_for_hiking', 'good_food', 'good_english', 'camping', 'for_young_people']
Q38252148|['job_opportunities', 'interesting_historic_buildings', 'good_for_hiking', 'good_food', 'good_english', 'camping', 'for_young_people']
Q58214261|['job_opportunities', 'interesting_historic_buildings', 'good_for_hiking', 'good_food', 'good_english', 'camping', 'for_young_people']
Q88182623|['job_opportunities', 'interesting_historic_buildings', 'good_for_hiking', 'good_food', 'good_english', 'camping', 'for_young_people']
Q12233|['job_opportunities', 'job_opportunities', 'good_for_hiking', 'good_english', 'good_business', 'for_young_people']
Q6496310|['job_opportunities', 'job_opportunities', 'good_for_hiking', 'good_english', 'good_business', 'for_young_people']
Q23992498|['job_opportunities', 'job_opportunities', 'good_for_hiking', 'good_english', 'good_business', 'for_young_people']
Q33000785|['job_opportunities', 'job_opportunities', 'good_for_hiking', 'good_english', 'good_business', 'for_young_people']
Q15684|['job_opportunities', 'interesting_historic_buildings', 'good_food']
Q7446306|['job_opportunities', 'interesting_historic_buildings', 'good_food']
Q7446308|['job_opportunities', 'interesting_historic_buildings', 'good_food']
Q38252149|['job_opportunities', 'interesting_historic_buildings', 'good_food']
Q58214265|['job_opportunities', 'interesting_historic_buildings', 'good_food']
Q88182633|['job_opportunities', 'interesting_historic_buildings', 'good_food']
Q107173751|['job_opportunities', 'interesting_historic_buildings', 'good_food']
Q2056503|['job_opportunities', 'good_food', 'for_young_people']
Q7458044|['job_opportunities', 'good_food', 'for_young_people']
Q27951018|['job_opportunities', 'good_food', 'for_young_people']
Q55893348|['job_opportunities', 'good_food', 'for_young_people']
Q15088|['job_opportunities', 'interesting_historic_buildings', 'good_food', 'good_english', 'camping', 'good_business']
Q2548401|['job_opportunities', 'interesting_historic_buildings', 'good_food', 'good_english', 'camping', 'good_business']
Q3064521|['job_opportunities', 'interesting_historic_buildings', 'good_food', 'good_english', 'camping', 'good_business']
Q7686643|['job_opportunities', 'interesting_historic_buildings', 'good_food', 'good_english', 'camping', 'good_business']
Q24932383|['job_opportunities', 'interesting_historic_buildings', 'good_food', 'good_english', 'camping', 'good_business']
Q58214284|['job_opportunities', 'interesting_historic_buildings', 'good_food', 'good_english', 'camping', 'good_business']
Q88182636|['job_opportunities', 'interesting_historic_buildings', 'good_food', 'good_english', 'camping', 'good_business']
Q99438873|['job_opportunities', 'interesting_historic_buildings', 'good_food', 'good_english', 'camping', 'good_business']
Q99461912|['job_opportunities', 'interesting_historic_buildings', 'good_food', 'good_english', 'camping', 'good_business']
Q8818|['job_opportunities', 'interesting_historic_buildings', 'good_for_hiking', 'good_food', 'best_beaches', 'good_english', 'camping', 'good_business']
Q3064808|['job_opportunities', 'interesting_historic_buildings', 'good_for_hiking', 'good_food', 'best_beaches', 'good_english', 'camping', 'good_business']
Q4888883|['job_opportunities', 'interesting_historic_buildings', 'good_for_hiking', 'good_food', 'best_beaches', 'good_english', 'camping', 'good_business']
Q30601109|['job_opportunities', 'interesting_historic_buildings', 'good_for_hiking', 'good_food', 'best_beaches', 'good_english', 'camping', 'good_business']
Q58214307|['job_opportunities', 'interesting_historic_buildings', 'good_for_hiking', 'good_food', 'best_beaches', 'good_english', 'camping', 'good_business']
Q8356|['job_opportunities', 'good_food', 'for_young_people']
Q7911798|['job_opportunities', 'good_food', 'for_young_people']
